column,min,max,mean,abs_max,suspicious_abs_max_gt_100
Time,0.0,172792.0,94811.07759951502,172792.0,True
V1,-56.407509631329,2.45492999121121,0.005917149836165761,56.407509631329,False
V2,-72.7157275629303,22.0577289904909,-0.0041347556281216905,72.7157275629303,False
V3,-48.3255893623954,9.38255843282114,0.0016131193558786181,48.3255893623954,False
V4,-5.68317119816995,16.8753440335975,-0.0029663077203488635,16.8753440335975,False
V5,-113.743306711146,34.8016658766686,0.0018275601130338598,113.743306711146,True
V6,-26.1605059358433,73.3016255459646,-0.001139488189738493,73.3016255459646,False
V7,-43.5572415712451,120.589493945238,0.0018006917653071734,120.589493945238,True
V8,-73.2167184552674,20.0072083651213,-0.0008544525734540372,73.2167184552674,False
V9,-13.4340663182301,15.5949946071278,-0.0015961996217021513,15.5949946071278,False
V10,-24.5882624372475,23.7451361206545,-0.0014407104850314848,24.5882624372475,False
V11,-4.79747346479757,12.0189131816199,0.00020175763995932604,12.0189131816199,False
V12,-18.6837146333443,7.8483920756446,-0.000714787657406006,18.6837146333443,False
V13,-5.79188120632084,7.12688295859376,0.0006033757913236802,7.12688295859376,False
V14,-19.2143254902614,10.5267660517847,0.0002523173005216223,19.2143254902614,False
V15,-4.49894467676621,8.87774159774277,0.0010428380498146601,8.87774159774277,False
V16,-14.1298545174931,17.3151115176278,0.0011620128156736782,17.3151115176278,False
V17,-25.1627993693248,9.25352625047285,0.00017016094454838166,25.1627993693248,False
V18,-9.49874592104677,5.04106918541184,0.0015151660104586549,9.49874592104677,False
V19,-7.21352743017759,5.59197142733558,-0.00026426358751910735,7.21352743017759,False
V20,-54.497720494566,39.4209042482199,0.00018717524731653025,54.497720494566,False
V21,-34.8303821448146,27.2028391573154,-0.00037059312335919304,34.8303821448146,False
V22,-10.933143697655,10.5030900899454,-1.5027563164942792e-05,10.933143697655,False
V23,-44.8077352037913,22.5284116897749,0.0001981707238115194,44.8077352037913,False
V24,-2.83662691870341,4.58454913689817,0.0002142068242223844,4.58454913689817,False
V25,-10.2953970749851,7.51958867870916,-0.00023238698960743328,10.2953970749851,False
V26,-2.60455055280817,3.5173456116238,0.00014944108789967289,3.5173456116238,False
V27,-22.5656793207827,31.6121981061363,0.0017630316173302572,31.6121981061363,False
V28,-15.4300839055349,33.8478078188831,0.0005473121010898966,33.8478078188831,False
Amount,0.0,25691.16,88.47268731099724,25691.16,True
